index,Unique_Author,Job_Title,Job_title_num
749,Ming Chen,Unkown,0
750,Mingming Liu,Unkown,0
751,Minh Triet Tran,Unkown,0
752,Minh-Huy Nguyen-Ngoc,Unkown,0
753,Minh-Son Dao,Unkown,0
754,Mirko Marras,Unkown,0
755,Mohamed Belhout,Unkown,0
756,Mohammad Aboomar,Unkown,0
757,Mohammad Hasanuzzaman,Unkown,0
758,Mohammad Nazir Ahmad,Unkown,0
759,Mohammad Reza Motallebi,Unkown,0
760,Mohammad Z Anjum,Unkown,0
761,Mohammed Aljunid,Unkown,0
762,Mohammed Derhab,Unkown,0
763,Mohammed Khalil Alijel,Unkown,0
764,Mohammed Saeed Jawad,Unkown,0
765,Mohd Nizam Ab Rahman,Unkown,0
766,Monica Ward,Lecturer,3
767,Monika Solanki,Unkown,0
768,Morten Irgens,Unkown,0
769,Mostafa Bayomi,Unkown,0
770,Mourad Gridach,Unkown,0
771,Muhammad Intizar Ali,Unkown,0
772,Murat YILMAZ,Unkown,0
773,Murat Yilmaz,Assistant Professor,2
774,Murhaf Hossari,Unkown,0
775,Musfira Jilani,Assistant Professor,2
776,Mustapha Fateh Yarou,Unkown,0
777,N Loughney,Unkown,0
778,N McCaffrey,Unkown,0
779,N Mccaffrey,Unkown,0
780,N Wittek,Unkown,0
781,Nam H Trinh,Unkown,0
782,Nam Trinh,Unkown,0
783,Nancy Mayo,Unkown,0
784,Narciso Garcia,Unkown,0
785,Naresh Yarlapati,Unkown,0
786,Naresh Yg,Unkown,0
787,Natalia Duda,Unkown,0
788,Natália Resende,Unkown,0
789,Navaneethan Rajasekaren,Unkown,0
790,Naveen Garaga Krishnamurthy,Unkown,0
791,Nazlena Mohamad Ali,Unkown,0
792,Neelesh B Mehta,Unkown,0
793,Neha Srivatsa,Unkown,0
794,Nesib Tekin,Unkown,0
795,Ngoc-Thanh Nguyen,Unkown,0
796,Nguyen Thanh Binh,Unkown,0
797,Nguyen-Hien Tran,Unkown,0
798,Nhu T Nguyen,Unkown,0
799,Niall Lyons,Unkown,0
800,Niall Moyna,Unkown,0
801,Niall Walsh,Unkown,0
802,Niamh Morris,Unkown,0
803,Nicholas J Belkin,Unkown,0
804,Nick McDonald,Unkown,0
805,Nick Mcdonald,Unkown,0
806,Nicola Leone,Unkown,0
807,Niemann,Unkown,0
808,Nihar Sudhanshu Limaye,Unkown,0
809,Nikita Shekutkovski,Unkown,0
810,Nikola Ljubesic,Unkown,0
811,Nikos Vasillopoulos,Unkown,0
812,Niloofar Tavakolian,Unkown,0
813,Ninh Van-Tu,Unkown,0
814,Noel McCaffrey,Unkown,0
815,Noel Mccaffrey,Unkown,0
816,Noel Murphy,Unkown,0
817,Noel O’Conner,Unkown,0
818,Noel O’Connor,Unkown,0
819,Noriko Kando,Unkown,0
820,Nour El Mawas,Unkown,0
821,Núria Bel,Unkown,0
822,O Salvetti,Unkown,0
823,O.,Unkown,0
824,Obioma Pelka,Unkown,0
825,Oishin Smith,Unkown,0
826,Ondrej Bojar,Unkown,0
827,Osman Mucuk,Unkown,0
828,Ove Armbrust,Unkown,0
829,Owen Conlan,Unkown,0
830,Owen Corrigan,Unkown,0
831,P L Halvorsen,Unkown,0
832,P Perner,Unkown,0
833,P Sandhya,Unkown,0
834,Pablo Redondo,Unkown,0
835,Paco Guzman,Unkown,0
836,Padraig Corcoran,Unkown,0
837,Pal Halvorsen,Unkown,0
838,Paolo Bolzoni,Unkown,0
839,Paolo Cappellari,Unkown,0
840,Paolo Tell,Unkown,0
841,Paraic Sheridan,Unkown,0
842,Pascal Faurie,Unkown,0
843,Pasquale Di Donato,Unkown,0
844,Patricia Fonseca,Unkown,0
845,Patricia Takako Endo,Unkown,0
846,Patrick Esser,Unkown,0
847,Patrick Gatellier,Unkown,0
848,Paul Brie,Unkown,0
849,Paul Fodor,Unkown,0
850,Paul Lukowicz,Unkown,0
851,Paul M Dockree,Unkown,0
852,Paul M. Clarke,Assistant Professor,2
853,Paul Ryan,Unkown,0
854,Pauline McCormack,Unkown,0
855,Pauline Mccormack,Unkown,0
856,Paulo Vale,Unkown,0
857,Peijian Zhao,Unkown,0
858,Peijiang Zhao,Unkown,0
859,Per Bergamin,Unkown,0
860,Periklis Chatzimisios,Unkown,0
861,Peter Elger,Unkown,0
862,Peter Kearney,Unkown,0
863,Peter Novitzky,Unkown,0
864,Petra Bago,Unkown,0
865,Petra Perner,Unkown,0
866,Philip Kelly,Unkown,0
867,Philipp Koehn,Unkown,0
868,Philipp Mayr,Unkown,0
869,Philipp Slusallek,Unkown,0
870,Phong Huynh,Unkown,0
871,Phuc H Le-Khac,Unkown,0
872,Pierangelo Rosati,Unkown,0
873,Piergiorgio Salvan,Unkown,0
874,Pierluigi Cassotti,Unkown,0
875,Pierpaolo Basile,Unkown,0
876,Pilar Sánchez-Gijón,Unkown,0
877,Pinar Orgun,Unkown,0
878,Pintu Lohar,Unkown,0
879,Piyush Arora,Unkown,0
880,Plamen Petkov,Unkown,0
881,Prashant Nayak,Unkown,0
882,Prashanth Nayak,Unkown,0
883,Procheta Sen,Unkown,0
884,Pushpak Bhattacharyya,Unkown,0
885,Pål Halvorsen,Unkown,0
886,Qi Liu,Unkown,0
887,Qi She,Unkown,0
888,Qianling Zhou,Unkown,0
889,Qiaoyong Zhong,Unkown,0
890,Qihan Yang,Unkown,0
891,Qingsong Ma,Unkown,0
892,Qingtian Zeng,Unkown,0
893,Qingzhi Liu,Unkown,0
894,Quoc-Cuong Tran,Unkown,0
895,Quy H Nguyen,Unkown,0
896,R Maddison,Unkown,0
897,R.,Unkown,0
898,R. Yilmaz,Unkown,0
899,Radovan Garabík,Unkown,0
900,Raf Buyle,Unkown,0
901,Raghvendra Pratap Singh,Unkown,0
902,Rajen Chatterjee,Unkown,0
903,Rajneesh Sharma,Unkown,0
904,Rami Albatal,Unkown,0
905,Ramin Ranjbarzadeh,Unkown,0
906,Ramneesh Vaidyambath,Unkown,0
907,Ramon Sanabria,Unkown,0
908,Ramona Trestian,Unkown,0
909,Rashmi Gupta,Unkown,0
910,Rashmiranjan Das,Unkown,0
911,Raul Berari,Unkown,0
912,Ravi Kuber,Unkown,0
913,Rawan Alamro,Unkown,0
914,Ray Walshe,Assistant Professor,2
915,Reem Bin-Hezam,Unkown,0
916,Regina Hebig,Unkown,0
917,Rejwanul Haque,Unkown,0
918,Renaat Verbruggen,Lecturer,3
919,Renan Alves,Unkown,0
920,Renaud Péteri,Unkown,0
921,Rezvaneh Rezapour,Unkown,0
922,Ricardo Alonso Maturana,Unkown,0
923,Ricardo Britto,Unkown,0
924,Ricardo Campos,Unkown,0
925,Ricardo Colomo Palacios,Unkown,0
926,Richard McCann,Unkown,0
927,Richard Mccann,Unkown,0
928,Richard Messnarz,Unkown,0
929,Rico Sennrich,Unkown,0
930,Rigo Wenning,Unkown,0
931,Riham Alsmariy,Unkown,0
932,Rita O’Connor,Unkown,0
933,Rob Brennan,Assistant Professor,2
934,Robert Burke,Unkown,0
935,Robert Zimmermann,Unkown,0
936,Robin Harte,Unkown,0
937,Rodrigo V Asem,Unkown,0
938,Roghaiyeh Gachpaz Hamed,Unkown,0
939,Roman Grundkiewicz,Unkown,0
940,Ronan Cahill,Unkown,0
941,Ronan P Murphy,Unkown,0
942,Roosa Rosti,Unkown,0
943,Rory O’Connor,Unkown,0
944,Rosa Hm Chan,Unkown,0
945,Rosie Jones,Unkown,0
946,Rossella Varvara,Unkown,0
947,Ruben Branco,Unkown,0
948,Rui Neto,Unkown,0
949,Rukiye Savran Kiziltepe,Unkown,0
950,Ryen W White,Unkown,0
951,Rónán Ó Grálaigh,Unkown,0
952,S Bartling,Unkown,0
953,S Cartledge,Unkown,0
954,S Colatino,Unkown,0
955,S Little,Unkown,0
956,S Posth,Unkown,0
957,Sabrina Kirrane,Unkown,0
958,Sadid A Hasan,Unkown,0
959,Saeid Jafarzadeh Ghoushchi,Unkown,0
960,Sandra Kuebler,Unkown,0
961,Sandra Sanchez‐Gordon,Unkown,0
962,Sandra-Carina Noble,Unkown,0
963,Santanu Bhattacharjee,Unkown,0
964,Santanu Pal,Unkown,0
965,Saptarshi Ghosh,Unkown,0
966,Sara Alshaya,Unkown,0
967,Sarah J Hardcastle,Unkown,0
968,Sarah M Kelly,Unkown,0
969,Sarahjane Belton,Unkown,0
970,Sasha Schriber,Unkown,0
971,Sathursan Kanagarajah,Unkown,0
972,Saverio Blasi,Unkown,0
973,Saverio Giovanni Blasi,Unkown,0
974,Seamus Lawless,Unkown,0
975,Seamus McLoone,Unkown,0
976,Seamus Mcloone,Unkown,0
977,Sean Cunningham,Unkown,0
978,Sean Gaine,Unkown,0
979,Sean J O’Neill,Unkown,0
980,Sean Quinn,Unkown,0
981,Senthilkumaran Ulaganathan,Unkown,0
982,Serap Demir,Unkown,0
983,Serdar Tasel,Unkown,0
984,Serge Kozlovski,Unkown,0
985,Sergej Svorobej,Unkown,0
986,Sergio Greco,Unkown,0
987,Sergio Velastin,Unkown,0
988,Shane Malone,Unkown,0
989,Shanzhi Chen,Unkown,0
990,Shawn Joshi,Unkown,0
991,Sheila Castilho,Unkown,0
992,Shervin Malmasi,Unkown,0
993,Shih-Fu Chang,Unkown,0
994,Shiliang Pu,Unkown,0
995,Shin-Han Shiu,Unkown,0
996,Shirin Khaki,Unkown,0
997,Shoji Nishimura,Unkown,0
998,Shokofeh Anari,Unkown,0
999,Shubham Agarwal,Unkown,0
1000,Siew-Kei Lam,Unkown,0
1001,Silvana Togneri Mac Mahon,Assistant Professor,2
1002,Silvano Ramos De Assis Neto,Unkown,0
1003,Simon Caton,Unkown,0
1004,Simon Krek,Unkown,0
1005,Simon Mille,Unkown,0
1006,Simon Steyskal,Unkown,0
1007,Simranjeet Singh,Unkown,0
1008,Sinead Sheridan,Unkown,0
1009,Sinead Smyth,Unkown,0
1010,Siobhan Corrigan,Unkown,0
1011,Smail Kelaiaia,Unkown,0
1012,Sohyeon Jeong,Unkown,0
1013,Somesh Kumar,Unkown,0
1014,Son Huynh,Unkown,0
1015,Son P Nguyen,Unkown,0
1016,Soonyong Song,Unkown,0
1017,Sorin Sav,Unkown,0
1018,Soroush Baseri Saadi,Unkown,0
1019,Spyros Kotoulas,Unkown,0
1020,Sravana Reddy,Unkown,0
1021,Stanley Sutton,Unkown,0
1022,Stefan Decker,Unkown,0
1023,Stefan Kennedy,Unkown,0
1024,Stefania Marrara,Unkown,0
1025,Stefanie Hegele,Unkown,0
1026,Stefano Faralli,Unkown,0
1027,Stefanos Vrochidis,Unkown,0
1028,Steinþór Steingrímsson,Unkown,0
1029,Stelios Piperidis,Unkown,0
1030,Stephane Clinchant,Unkown,0
1031,Stephen Hs Wong,Unkown,0
1032,Stephen Wade,Unkown,0
1033,Steve Kemp,Unkown,0
1034,Steven Alexander Hicks,Unkown,0
1035,Suad Almutairi,Unkown,0
1036,Sudip Vhaduri,Unkown,0
1037,Sukanta Sen,Unkown,0
1038,Sumit Bhatia,Unkown,0
1039,Susan Hegarty,Unkown,0
1040,Sutton S. M. Jr. Hebig,Unkown,0
1041,Suwen Gu,Unkown,0
1042,Suzanne Considine,Unkown,0
1043,Suzanne Johannes,Unkown,0
1044,Suzanne Little,Associate Professor,4
1045,Suzanne McCarthy,Unkown,0
1046,Suzanne Mccarthy,Unkown,0
1047,Svetla Koeva,Unkown,0
1048,Swathikiran Srungavarapu,Unkown,0
1049,Sérgio Nunes,Unkown,0
1050,Sönke Bartling,Unkown,0
1051,T Harrington,Unkown,0
1052,T Paixão,Unkown,0
1053,T-K Le,Unkown,0
1054,Tada Terutoshi,Unkown,0
1055,Tadhg Nagle,Unkown,0
1056,Taja Yaying,Unkown,0
1057,Takashi Noiri,Unkown,0
1058,Takfarinas Saber,Unkown,0
1059,Tamás Váradi,Unkown,0
1060,Tane Vergili,Unkown,0
1061,Tanir Ozcelebi,Unkown,0
1062,Tanmoy Chakraborty,Unkown,0
1063,Tejal Nijai,Unkown,0
1064,Teresa Lynn,Unkown,0
1065,Tewfik Khedim,Unkown,0
1066,Thanh-An Nguyen,Unkown,0
1067,Thao-Nhu Nguyen,Unkown,0
1068,Theo Lynn,Unkown,0
1069,Thiago Castro Ferreira,Unkown,0
1070,Thierry Etchegoyhen,Unkown,0
1071,Thinhinane Yebda,Unkown,0
1072,Thomas Wassenaar,Unkown,0
1073,Thu-Le Pham,Unkown,0
1074,Thuy T Pham,Unkown,0
1075,Tianbo Ji,Unkown,0
1076,Tim Chambers,Unkown,0
1077,Timothy K Shih,Unkown,0
1078,Tin Lun Lam,Unkown,0
1079,Tkr Singh,Unkown,0
1080,Tobias Daudert,Unkown,0
1081,Tom Kocmi,Unkown,0
1082,Tomas Ward,Professor,1
1083,Tommaso Caselli,Unkown,0
1084,Tomohiro Sato,Unkown,0
1085,Tomás E. Ward,Unkown,0
1086,Tomás Harrington,Unkown,0
1087,Tony O’Dowd,Unkown,0
1088,Toshiaki Nakazawa,Unkown,0
1089,Trong-Le Do,Unkown,0
1090,Tu-Ninh Van,Unkown,0
1091,Tunçar Şahan,Unkown,0
1092,Türker Özsarı,Unkown,0
1093,Ulas Gulec,Unkown,0
1094,Ulaş Güleç,Unkown,0
1095,Ulukbek Saktanov,Unkown,0
1096,Uyen H Pham,Unkown,0
1097,V Huynh Huu,Unkown,0
1098,V-T Ninh,Unkown,0
1099,Vahid Garousi,Unkown,0
1100,Valters Sics,Unkown,0
1101,Van-Tu Ninh,Unkown,0
1102,Vasileios Mezaris,Unkown,0
1103,Vassili Kovalev,Unkown,0
1104,Vassilina Nikoulina,Unkown,0
1105,Venkatesh Balavadhani Parthasarathy,Unkown,0
1106,Venkatesh Gurram Munirathnam,Unkown,0
1107,Venkatesh Gurum Munirathnam,Unkown,0
1108,Veysi Isler,Unkown,0
1109,Veysi İşler,Unkown,0
1110,Victoria Arranz,Unkown,0
1111,Vidit Goel,Unkown,0
1112,Viet-Khoa Vo-Ho,Unkown,0
1113,Vildan Çetkin,Unkown,0
1114,Vincenzo Lomonaco,Unkown,0
1115,Vincenzo Mangini,Unkown,0
1116,Vishal Bhat Ramachandra,Unkown,0
1117,Vitali Liauchuk,Unkown,0
1118,Vitor Ac Horta,Unkown,0
1119,Vivek Datla,Unkown,0
1120,Víctor Sánchez-Cartagena,Unkown,0
1121,W Prinz,Unkown,0
1122,Wala Mahmoud,Unkown,0
1123,Walter Daelemans,Unkown,0
1124,Wandri Jooste,Unkown,0
1125,Wasim Ahmed Ali,Unkown,0
1126,Way Way,Unkown,0
1127,Wei Li,Unkown,0
1128,Weibo Wang,Unkown,0
1129,Weifeng Yan,Unkown,0
1130,Wellington J CorrˆEa,Unkown,0
1131,Wen-Huang Cheng,Unkown,0
1132,Wenjia Zheng,Unkown,0
1133,Werner Bailer,Unkown,0
1134,Wessel Kraaij,Unkown,0
1135,Wichaya Pidchamook,Unkown,0
1136,Wil Van Der Aalst,Unkown,0
1137,Will Wade,Unkown,0
1138,Willie Muehlhausen,Unkown,0
1139,Wingyan Chung,Unkown,0
1140,Wolfgang Hurst,Unkown,0
1141,Wouter Beek,Unkown,0
1142,X Tien Dang,Unkown,0
1143,Xabier Soto,Unkown,0
1144,Xiaowei Li,Unkown,0
1145,Xindong Wu,Unkown,0
1146,Xinyue Hao,Unkown,0
1147,Xuan Chen,Unkown,0
1148,Yagup Macit,Unkown,0
1149,Yaji Sripada,Unkown,0
1150,Yalemisew Abgaz,Unkown,0
1151,Yan-Ci Liu,Unkown,0
1152,Yangsheng Xu,Unkown,0
1153,Yantian Hou,Unkown,0
1154,Yasemin Bekturk,Unkown,0
1155,Yasemin Yigit Kuru,Unkown,0
1156,Yashin Dicente Cid,Unkown,0
1157,Yasmin Moslem,Unkown,0
1158,Yasufumi Moriya,Unkown,0
1159,Ying Mao,Unkown,0
1160,Ying Wang,Unkown,0
1161,Yingqi Gu,Unkown,0
1162,Yongchen Cui,Unkown,0
1163,Yongchen Wang,Unkown,0
1164,Yongyi Yang,Unkown,0
1165,Yongze Yu,Unkown,0
1166,Yooyoung Lee,Unkown,0
1167,Youngsung Son,Unkown,0
1168,Yu Cheng,Unkown,0
1169,Yu Yang,Unkown,0
1170,Yucong Duan,Unkown,0
1171,Yue Zeng,Unkown,0
1172,Yulin Dai,Unkown,0
1173,Yulong Pei,Unkown,0
1174,Yun Song,Unkown,0
1175,Yuqi Fu,Unkown,0
1176,Yvette Graham,Assistant Professor,2
1177,Zaid Amin,Unkown,0
1178,Zhen Yang,Unkown,0
1179,Zhengwei Wang,Unkown,0
1180,Zhilan Hu,Unkown,0
1181,Zhou Liting,Unkown,0
1182,Zihao Guo,Unkown,0
1183,Zoran Misajleski,Unkown,0
1184,Zulal Akarsu,Unkown,0
1185,Zuleyha Akgun,Unkown,0
1186,Çağdaş Üsfekes,Unkown,0
1187,İzzet Sakallı,Unkown,0
