keyword_1,keyword_2,count
Wireless sensor networks,Internet,1
Wireless sensor networks,Servers,1
Wireless sensor networks,Browsers,1
Wireless sensor networks,Biomedical monitoring,1
Wireless sensor networks,monitoring,1
Wireless sensor networks,Monitoring,1
Wireless sensor networks,Real time systems,1
Wireless sensor networks,Wireless sensor network,1
Wireless sensor networks,sensor networks,1
software process,Medical device software,1
software process,empirical study,1
software process,Safety critical software,1
software process,Medical,1
software process,Safety critical software process,1
software process,Medical device,1
software process,Medical device software development,1
software process,Process model,1
software process,software process improvement,1
software process,software SMEs,1
Video genre Classification,Camera Motion,1
Video genre Classification,cognition,1
Video genre Classification,Video,1
Video genre Classification,Professional-produced Video,1
Video genre Classification,Amateur-produced Video,1
Video genre Classification,Classification,1
Video genre Classification,Pattern Recognition,1
Touch Screen,Group Sharing,1
Contrastive learning,Self-supervised Learning,1
Contrastive learning,Representation Learning,1
Contrastive learning,learning,1
Contrastive learning,deep learning,1
Contrastive learning,self-supervised learning,1
Cloud Migration Processes,Cloud Migration,1
Cloud Migration Processes,On-premise to Cloud,1
Cloud Migration Processes,Cloud Architecture,1
Cloud Migration Processes,Cloud,1
video indexing,Semantic Concepts,1
video indexing,Semantic Concept,1
video indexing,inter-concept relations,1
video indexing,Semantic,1
video indexing,video,5
video indexing,indexing,5
video indexing,mining multimedia data,1
video indexing,multimedia data,1
video indexing,data,1
video indexing,mining,1
video indexing,multimedia,1
video indexing,association rule mining,1
video indexing,video retrieval,2
Semiotics,Visual analysis,1
Semiotics,analysis,1
Semiotics,Environmental Communication,1
Semiotics,Climate Change,1
Semantic web,Semantics,1
Semantic web,Concept selection,1
Semantic web,Semantic enhancement,1
Semantic web,Semantic,2
Semantic web,Everyday concepts,1
Semantic web,Events,1
Data-mining,Learner,1
Data-mining,mining,1
Data-mining,Learning analytics,1
Software Development Context,Software,4
Software Development Context,Context,4
Software Development Context,Agile,3
Software Development Context,Complexity Theory,1
Software Development Context,Software Development Process,4
Software Development Context,Lean,3
multimodal feedback,monitoring,1
multimodal feedback,activity monitoring,1
multimodal feedback,CO2,1
multimodal feedback,energy monitoring,1
multimodal feedback,feedback,1
multimodal feedback,home energy monitoring,1
multimodal feedback,multimodal,1
affect,classification,1
affect,cognition,1
affect,open vocabulary querying,1
affect,semantic theme classification,1
affect,information,1
affect,video,1
affect,information retrieval,1
affect,multimedia linking,1
affect,automatic annotation,1
affect,multimedia data,1
affect,data,1
affect,documentaries,1
affect,speech recognition,1
affect,recognition,1
affect,affective computing,1
affect,annotation,1
affect,multimedia,2
affect,video retrieval,1
affect,Narrative peaks,1
"Data Value, RDB, Information Systems, CMM, Metrics",RDB,1
"Data Value, RDB, Information Systems, CMM, Metrics",Data Value,1
"Data Value, RDB, Information Systems, CMM, Metrics",Information Systems,1
electroencephalography (EEG),spatial filtering,1
electroencephalography (EEG),Rapid serial visual presentation,1
electroencephalography (EEG),electroencephalograph,1
electroencephalography (EEG),cortically coupled computer vision,1
electroencephalography (EEG),event-related potentials (ERPs),1
electroencephalography (EEG),ERP,1
electroencephalography (EEG),RSVP,1
electroencephalography (EEG),Rapid serial visual presentation (RSVP),1
Cellular automata models,Monte Carlo simulation,1
Cellular automata models,Monte Carlo,1
Cellular automata models,Probabilistic models,1
Cellular automata models,Cellular automata,1
Cellular automata models,Agent-based models,1
Cellular automata models,simulation,1
MT evaluation,human evaluation,1
MT evaluation,MT,2
MT evaluation,MOOC,1
MT evaluation,Neural MT,1
MT evaluation,Human MT evaluation,1
MT evaluation,evaluation,2
MT evaluation,document-level MT evaluation,1
MT evaluation,Statistical MT,1
MT evaluation,document-level MT,1
marine science,SmartBay,1
marine science,sensor networks,1
Family,Mobile Device,1
Family,Automated Wearable Cameras,1
Family,Wearable Cameras,1
Family,Lifelog,1
Family,Mobile Devices,1
Family,Life-Long Collections,1
Family,Life-long collections,1
Family,Lifelogging,1
home care,monitoring,1
home care,dementia,1
home care,patient monitoring,1
End-user,Usage,2
End-user,Software,1
End-user,Application,2
End-user,Usage data,1
End-user,IBM Academic Cloud,1
End-user,Agile,1
End-user,Analytics,1
End-user,data,1
End-user,Monitoring,1
End-user,Principles,1
End-user,Usage Monitoring,1
End-user,Cloud,2
End-user,Process Model,1
Digital video application,Usage,1
Digital video application,Usage data,1
Digital video application,Usage data analysis,1
Digital video application,analysis,1
Digital video application,data analysis,1
Digital video application,video,1
Digital video application,data,1
Digital video application,Film studies,1
machine translation systems,machine translation,1
machine translation systems,translation,1
SBQE,LM,1
SBQE,Relevance Model,1
SBQE,query expansion,1
SBQE,Mean Average Precision,1
SBQE,QE,1
SBQE,sentence based query expansion,1
SBQE,RLM,1
SBQE,MAP,1
Factorization,Context fusion,2
Factorization,Semantic,2
Factorization,Concept detection  enhancement,1
Factorization,Context,2
Factorization,Refinement,2
Factorization,Concept detection,2
Factorization,indexing,2
Factorization,Propagation,2
Factorization,Concept detection enhancement,1
kNN,SVM,1
kNN,Neural Networks,1
kNN,Bluetooth,1
kNN,Bluetooth indoor positioning,1
kNN,Fingerprinting,1
Logic gates,internetworking,1
Logic gates,Internet,1
Logic gates,QoS,1
Logic gates,quality of service,1
Logic gates,evaluation,1
Logic gates,Packet loss,1
Logic gates,Quality of service,1
Logic gates,Internet of Things,1
Logic gates,statistics,1
Logic gates,Performance evaluation,1
Logic gates,Internet of Things (IoT),1
Logic gates,Throughput,1
Logic gates,IoT,1
Physical activity application,Behaviour change support system,1
Physical activity application,Persuasive system design,1
Physical activity application,Behaviour change,1
Physical activity application,Design requirements,1
Physical activity application,Older workers,1
Physical activity application,Behaviour,1
Physical activity application,Physical activity,1
query formulation,retrieval effectiveness,1
query formulation,patent retrieval,1
query formulation,CLEF-IP track,1
query formulation,patent,1
internetworking,Internet,1
internetworking,QoS,1
internetworking,quality of service,1
internetworking,evaluation,1
internetworking,Packet loss,1
internetworking,Quality of service,1
internetworking,Internet of Things,1
internetworking,statistics,1
internetworking,Performance evaluation,1
internetworking,Internet of Things (IoT),1
internetworking,Throughput,1
internetworking,IoT,1
Khresmoi project,information,1
Khresmoi project,biomedical information,1
Khresmoi project,biomedical,1
Recommender Systems,Human Computer Interaction,1
Dialogue translation,Entity translation,1
Dialogue translation,translation,1
Dialogue translation,Dialogue,1
Dialogue translation,Furhat robot,1
Dialogue translation,Entity,1
Edge computing,Servers,1
Edge computing,Real-time systems,1
Edge computing,Data models,1
Edge computing,Petri nets,1
Edge computing,Cloud computing,1
Edge computing,Computational modeling,1
Edge computing,Cloud,1
Landmark Recognition,cognition,1
Landmark Recognition,Tag Relevance,1
Estuary,Robust online clustering,1
Estuary,Marine,2
Estuary,monitoring,2
Estuary,clustering,1
Estuary,Continuous water monitoring,2
Estuary,Pixel-based adaptive segmentation,1
Estuary,Anomaly detection,1
Estuary,Decision support,2
Estuary,Turbidity,2
Estuary,Salinity,2
Estuary,"Estuary, Marine",1
evaluation campaigns,evaluation,1
evaluation campaigns,video,1
evaluation campaigns,learning,1
evaluation campaigns,deep learning,1
evaluation campaigns,video retrieval,1
image processing,image segmentation,1
Irish Sign Language,cognition,1
Irish Sign Language,Dataset,1
Irish Sign Language,Image Dataset,1
Irish Sign Language,Pattern Recognition,1
Irish Sign Language,Irish,1
software maintenance,computer games,1
software maintenance,software development management,1
software maintenance,Monte Carlo,1
software maintenance,program debugging,1
software maintenance,project management,1
software maintenance,Monte Carlo methods,1
software maintenance,management,1
software maintenance,public domain software,1
software maintenance,methods,1
estuarine,multi-modal sensing,1
estuarine,prediction and modelling,1
estuarine,monitoring,1
estuarine,"multi-modal sensing, sensor networks",1
estuarine,modelling,1
estuarine,data,1
estuarine,salinity,1
estuarine,sensor networks,1
estuarine,Environmental monitoring,1
bibliometric study,evaluation,1
bibliometric study,video,1
bibliometric study,video retrieval and evaluation,1
bibliometric study,video retrieval,1
classification,cognition,3
classification,Activity recognition,1
classification,semantic theme classification,1
classification,interface,1
classification,MOOC video classification,1
classification,reordering model,1
classification,MOOC,1
classification,pathological speech classification,1
classification,Video,1
classification,eye-tracking,1
classification,lifelogging,1
classification,Lifelog,1
classification,recognition of hand drawn website UIs,1
classification,Assistive living,1
classification,SenseCam,1
classification,image segmentation,1
classification,principal component analysis (PCA),1
classification,analysis,1
classification,P300,1
classification,convolutional neural networks,2
classification,evaluation,2
classification,Evalueation,1
classification,Video summarisation,1
classification,medical image classification,1
classification,machine translation,1
classification,performance,1
classification,Wearable camera,1
classification,Concept detection,1
classification,video,3
classification,translation,1
classification,coral image segmentation and classification,1
classification,multimedia linking,1
classification,Attribute dynamics,1
classification,benchmarking,1
classification,learning,1
classification,annotated data,1
classification,Time series,1
classification,Activity classification,1
classification,ERP,1
classification,data,1
classification,neural networks,2
classification,CNN networks,1
classification,modifiable risk factors,1
classification,statistical machine translation,1
classification,summarization,1
classification,convolutional neural networks (CNN),2
classification,image classification,2
classification,documentaries,1
classification,component,1
classification,speech recognition,1
classification,brain computer interfaces,1
classification,dementia,1
classification,lifelog,1
classification,recognition,3
classification,correlation,1
classification,Event classification,1
classification,CNN,3
classification,benchmark,1
classification,multimedia,1
classification,Lifelogging,1
classification,lifelogging retrieval and summarization,1
classification,transcript features,2
classification,semi-supervised learning,1
classification,video retrieval,1
classification,Narrative peaks,1
classification,Generative Adversarial Network,1
stereo,crowds,1
stereo,pedestrian detection,1
stereo,pedestrian tracking,1
SystemTap,file system,1
SystemTap,"memory
management",1
SystemTap,memory,1
SystemTap,scheduling,1
SystemTap,operating system,1
SystemTap,management,1
EU ETS,sentiment,1
EU ETS,behavioural finance,1
EU ETS,market effciency,1
text tagging,cognition,1
text tagging,information,1
text tagging,automatic speech recognition,1
text tagging,information retrieval,1
text tagging,speech recognition,1
text tagging,recognition,1
language learning,learning,1
language learning,data,1
language learning,self-review,1
language learning,visualisation,1
language learning,data analytics,1
Parsing,Parsing models,1
Parsing,twitter,1
Parsing,Dual decomposition,1
Parsing,domain adaptation,1
Parsing,user-generated content,1
Parsing,self-training,1
Parsing,up-training,1
EU Emission Allowances,European Parliament,1
EU Emission Allowances,Market Sentiment,1
EU Emission Allowances,Market Attention,1
EU Emission Allowances,Europe,1
"Process Assessment Model, Process Reference Model, Medical Device Software",Medical,1
"Process Assessment Model, Process Reference Model, Medical Device Software",Software,1
"Process Assessment Model, Process Reference Model, Medical Device Software",Medical Device regulations,1
"Process Assessment Model, Process Reference Model, Medical Device Software",Best Practice Framework,1
ontologies,FAIR ontologies,1
ontologies,Semantics,1
ontologies,Vocabulary,1
ontologies,Semantic,1
ontologies,"FAccT (Fairness, Accountability, Transparency)",1
ontologies,OWL,1
ontologies,knowledge discovery,1
ontologies,Hospitals,1
ontologies,Data Governance,1
ontologies,collaborative systems,1
ontologies,Metadata,1
ontologies,privacy,1
ontologies,data,2
ontologies,mining,1
ontologies,Principles,1
ontologies,Accountability,1
ontologies,personal data,1
ontologies,Ontologies,1
Hadoop,Clustering,1
Hadoop,Spatial data mining,1
Hadoop,"Distributed
Clustering",1
Hadoop,clustering,1
Hadoop,DBSCAN,1
Hadoop,MapReduce,2
Hadoop,Dynamic K-means,1
Hadoop,Parallel clustering,1
Hadoop,Big Data,1
Hadoop,data,1
Hadoop,mining,1
Hadoop,XML,1
Hadoop,Spatial data,1
Hadoop,Data Warehouse,1
elderly,technology,1
elderly,performance,1
elderly,gait performance,1
elderly,touchscreen,1
elderly,elderly user,1
elderly,assistive technology,1
match analysis,football,1
match analysis,analysis,1
match analysis,Team sport,1
containerized application,high performance analytics,1
containerized application,cloud computing,1
containerized application,performance,1
containerized application,"resource
management",1
containerized application,learning,1
containerized application,deep learning,1
containerized application,management,1
Human-Centered AI,Human-AI Interaction,1
Human-Centered AI,Decision Support,1
Human-Centered AI,Explainable AI,1
Human-Centered AI,Decision Support Systems,1
Human-Centered AI,Design Principles,1
Human-Centered AI,Principles,1
Human-Centered AI,Artificial Intelligence,1
Human-Centered AI,HCI,1
Human activities,sensors,1
Human activities,LSTM,1
Human activities,Bi-LSTM,1
Human activities,Multimodal sensors,1
Open Data,Open Access,1
Open Data,Publicly Funded Research,1
Open Data,search,1
Open Data,Institutional Repositories,1
concept detection,Video,1
concept detection,Representation uncertainty,1
concept detection,TRECVid,1
concept detection,video,1
concept detection,indexing,1
concept detection,Concept-based representation,1
concept detection,data,1
concept detection,semantic indexing,1
concept detection,benchmark,1
concept detection,Video retrieval,1
concept detection,semantic concepts,1
Complex Event Processing,Semantic Web,1
Complex Event Processing,RDF Stream Processing,1
Complex Event Processing,Semantic,1
Complex Event Processing,Service Oriented Computing,1
Peer learning,Machine learning,1
Peer learning,Computer Science,1
Peer learning,Predictive modelling,1
Peer learning,Computer Science Education,1
Peer learning,modelling,1
Peer learning,learning,1
Peer learning,data,1
Peer learning,mining,1
Peer learning,Educational data mining,1
Peer learning,Learning analytics,1
Interface Design,Application,1
Interface Design,Digital Video Application,1
Interface Design,Video,1
Interface Design,Film Studies,1
Camera Motion,cognition,1
Camera Motion,Video,1
Camera Motion,Professional-produced Video,1
Camera Motion,Amateur-produced Video,1
Camera Motion,Classification,1
Camera Motion,Pattern Recognition,1
Personality Assessment,Software,2
Personality Assessment,Industrial Case Study,1
Personality Assessment,Personality Traits,1
Personality Assessment,Agile,1
Personality Assessment,Visualization,2
Personality Assessment,Social Aspects of Software Development,1
Personality Assessment,Interactive Personality Assessment,1
Personality Assessment,Software Team Visualization,2
Personality Assessment,Agile Software Development,1
Personality Assessment,Personality,2
Personality Assessment,Software Developer Personality Traits,1
Sosyal etmenler,Yazılım yönetimi,1
Sosyal etmenler,İşe alıştırma,1
Sosyal etmenler,oryantasyon.,1
ranking of machine translation output,machine translation,1
ranking of machine translation output,translation,1
ranking of machine translation output,quality estimation,1
Patent Retrieval,Evaluation Metric,2
Patent Retrieval,PRES,2
Patent Retrieval,Evaluation,2
Patent Retrieval,Information Retrieval,2
Patent Retrieval,Decompounding,1
Patent Retrieval,Recall-Oriented Information Retrieval,1
Patent Retrieval,Experimentation,1
Patent Retrieval,Machine Translation,1
explainable artificial intelligence,cognition,1
explainable artificial intelligence,learning,1
explainable artificial intelligence,deep learning,1
explainable artificial intelligence,activity recognition,1
explainable artificial intelligence,recognition,1
Ergonomics,Posture,1
Mulsemedia,Telecommunication,1
Mulsemedia,Technology Enhanced Learning,1
Mulsemedia,Learner Experience,1
Mulsemedia,Technology,1
Mulsemedia,Learner,1
Synchronization,Privacy,1
Synchronization,analysis,1
Synchronization,Standards organizations,1
Synchronization,Behavioral correctness verification,1
Synchronization,privacy,1
Synchronization,discrete event systems,1
Synchronization,task synchronization pattern.,1
Synchronization,Petri nets,1
Synchronization,Task analysis,1
Synchronization,cross-organizational workflow,1
Backtranslation,translation,1
Data Value Chains,Ontology,1
Data Value Chains,Linked Data,1
Data Value Chains,Data Value,1
Data Value Chains,Data Governance,1
Dynamic Clustering,Internet,1
Dynamic Clustering,Clustering,1
Dynamic Clustering,pattern clustering,1
Dynamic Clustering,analysis,1
Dynamic Clustering,data analysis,1
Dynamic Clustering,clustering,1
Dynamic Clustering,Deep Reinforcement Learning,1
Dynamic Clustering,Edge Computing,1
Dynamic Clustering,Internet of Things,1
Dynamic Clustering,learning,1
Dynamic Clustering,Big Data,1
Dynamic Clustering,data,1
Dynamic Clustering,IoT Network,1
Dynamic Clustering,DQN,1
Dynamic Clustering,IoT,1
Graph analysis,Deep learning,1
Graph analysis,analysis,2
Graph analysis,Explainable AI,2
Graph analysis,learning,2
Purchase prediction,Machine learning,1
Purchase prediction,E-commerce,1
Purchase prediction,learning,1
Purchase prediction,mining,1
Purchase prediction,Data mining,1
Purchase prediction,Digital retail,1
Purchase prediction,Behavior analytics,1
Event detection,Twitter,1
Event detection,Smart cities,1
Dialogue Metrics,Dialogue,1
Dialogue Metrics,Second Language Learning,1
Dialogue Metrics,Language Learning,1
Software process,Business success,1
Software process,Medical device software,1
Software process,Software process assessment,1
Software process,Process evolution,1
Software process,Safety critical software,1
Software process,Medical,1
Software process,Software,10
Software process,Grounded theory,1
Software process,Game-based agile software development,1
Software process,SPI,5
Software process,SPICE,2
Software process,Gamification,2
Software process,agile,1
Software process,MDevSPICE,1
Software process,Scrumban,1
Software process,Interactive assessment,1
Software process,Team process,1
Software process,Medical device,1
Software process,search,1
Software process,ISO/IEC 12207,1
Software process,Qualitative research,1
Software process,Software process improvement,5
Software process,Belief systems,1
Software process,Process reflexivity,1
Software process,Personality,1
Software process,ISO/IEC 15504,1
Software process,team,1
Software process,Software development,1
Software process,MDevSPICE®,1
Software process,ISO,2
Software process,software SMEs,1
Gradient Boosting (GB),Logistic Regression (LR),1
Gradient Boosting (GB),SVM,1
Gradient Boosting (GB),RF,1
Gradient Boosting (GB),Chronic Kidney Disease (CKD),1
sensors,LSTM,1
sensors,Bi-LSTM,1
sensors,Marine,1
sensors,Signal Processing,1
sensors,Marine sensors,1
sensors,visual sensing,1
sensors,environmental sensor networks,1
sensors,rainfall radar,1
sensors,environmental monitoring,1
sensors,SenseCam,1
sensors,estimating energy expenditure,1
sensors,sensor web,1
sensors,body sensors,1
sensors,multi-modal sensor networks,1
sensors,monitoring,2
sensors,ubisense,2
sensors,event detection,1
sensors,field deployable,1
sensors,Event-Condition-Action,1
sensors,endurance,1
sensors,landfill,1
sensors,greenhouse gases,1
sensors,ultra-endurance cycling,1
sensors,landfill gases,1
sensors,Health,1
sensors,data,1
sensors,methane,1
sensors,microfluidic,1
sensors,sensor intelligence,1
sensors,wearable sensors,1
sensors,Multimodal sensors,1
sensors,chemo-sensors,1
sensors,chemical sensors,1
sensors,pH,1
sensors,sport science,1
sensors,Wearable sensors,1
sensors,ERCIM,1
sensors,tennis,1
sensors,autonomous gas sensors,1
sensors,cycling event detection,1
sensors,sweat monitoring,1
sensors,sensor networks,3
sensors,metadata standards,1
Domain-Specific Information Retrieval,Recommender Algorithm,1
Domain-Specific Information Retrieval,Information Retrieval,1
Machine learning,Semantics,1
Machine learning,Computer Science,1
Machine learning,Semantic,1
Machine learning,Predictive modelling,1
Machine learning,Benchmark,1
Machine learning,E-commerce,1
Machine learning,Computer Science Education,1
Machine learning,Image retrieval,1
Machine learning,modelling,1
Machine learning,learning,3
Machine learning,data,1
Machine learning,mining,2
Machine learning,Data mining,1
Machine learning,Digital retail,1
Machine learning,Educational data mining,1
Machine learning,Behavior analytics,1
Machine learning,Support vector machines,1
Machine learning,Cities and towns,1
Machine learning,Learning analytics,1
image matching,environmental monitoring,1
image matching,monitoring,1
image matching,water-level estimation,1
L2 learning,reflection,1
L2 learning,teletandem,1
L2 learning,learning,1
RDB2RDF,Mapping Rules,1
RDB2RDF,Schema and Ontology Matching,1
RDB2RDF,Ontology,1
RDB2RDF,RDB,1
RDB2RDF,Linked Data,1
RDB2RDF,Automatic Mapping,1
RDB2RDF,OBDA,1
Internet,Servers,1
Internet,Multiple Sclerosis,1
Internet,Browsers,1
Internet,Application,1
Internet,Clustering,1
Internet,Ambient Assisted Living,1
Internet,pattern clustering,1
Internet,smart stadium,3
Internet,QoS,1
Internet,Biomedical monitoring,1
Internet,information,1
Internet,analysis,1
Internet,smart cities,1
Internet,quality of service,1
Internet,evaluation,1
Internet,Disability Assessment,1
Internet,Packet loss,1
Internet,smart environments,1
Internet,object counting,3
Internet,data analysis,1
Internet,monitoring,1
Internet,EDSS,1
Internet,Functional System,1
Internet,clustering,1
Internet,Quality of service,1
Internet,Deep Reinforcement Learning,1
Internet,video,1
Internet,information retrieval,1
Internet,Computer Vision,1
Internet,Edge Computing,1
Internet,Internet of Things,7
Internet,learning,1
Internet,crowd behavior analytics,3
Internet,Big Data,1
Internet,data,1
Internet,Monitoring,2
Internet,Real time systems,1
Internet,IoT Network,1
Internet,statistics,1
Internet,Internet video,1
Internet,Sensor Networks,1
Internet,Home Monitoring,1
Internet,Performance evaluation,1
Internet,Internet of Things (IoT),1
Internet,DQN,1
Internet,Cross-language information retrieval,1
Internet,smart city,2
Internet,Throughput,1
Internet,Wireless sensor network,1
Internet,IoT,2
Internet,sensor networks,1
Internet,Sensor Applications,1
complexity reduction,convolutional neural networks,1
complexity reduction,video,1
complexity reduction,neural networks,1
complexity reduction,multi-model architectures,1
metaheuristics,multi-objective optimization,1
metaheuristics,scheduling,1
metaheuristics,Cloud computing,1
metaheuristics,Cloud,1
metaheuristics,task scheduling,1
metaheuristics,whale optimization algorithm,1
wireless sensor networks,Sensor web,1
wireless sensor networks,sensor networks,1
combinatory categorical grammar,grammar,1
combinatory categorical grammar,MT,1
combinatory categorical grammar,CCG,1
combinatory categorical grammar,machine translation,1
combinatory categorical grammar,translation,1
combinatory categorical grammar,Syntax augmented machine translation,1
combinatory categorical grammar,SAMT,1
dynamic labelling,XML,1
Business success,Software,1
Business success,SPI,1
Business success,Software process improvement,1
Business success,software SMEs,1
duplicate removal,dataset,1
duplicate removal,learning,1
duplicate removal,data,1
duplicate removal,active learning,1
duplicate removal,datasets,1
Servers,Browsers,1
Servers,COVID-19,1
Servers,Privacy,1
Servers,Real-time systems,1
Servers,Biomedical monitoring,1
Servers,Pandemics,1
Servers,Bluetooth,1
Servers,monitoring,1
Servers,Coronaviruses,1
Servers,privacy,1
Servers,Data models,1
Servers,Petri nets,1
Servers,Monitoring,1
Servers,Real time systems,1
Servers,Cloud computing,1
Servers,Data privacy,1
Servers,Computational modeling,1
Servers,Cloud,1
Servers,Wireless sensor network,1
Servers,sensor networks,1
XML data,ambient information systems,1
XML data,information system,1
XML data,information,1
XML data,data,1
XML data,XML,1
CNNs,cognition,1
CNNs,Lifelog,1
CNNs,Food Detection,1
CNNs,RF,1
CNNs,SURF,1
CNNs,Food Recognition,1
CNNs,CNN,1
CNNs,HOG,1
CNNs,Lifelogging,1
CNNs,SIFT,1
Logistic Regression (LR),SVM,1
Logistic Regression (LR),RF,1
Logistic Regression (LR),Chronic Kidney Disease (CKD),1
Mapping Rules,Schema and Ontology Matching,1
Mapping Rules,Ontology,1
Mapping Rules,RDB,1
Mapping Rules,Linked Data,1
Mapping Rules,Automatic Mapping,1
Mapping Rules,OBDA,1
VSR,cognition,1
VSR,Visual Speech Unit,1
VSR,visual speech recognition,1
VSR,VSU,1
VSR,speech recognition,1
VSR,recognition,1
Parallel Reasoning,Reasoning,1
Parallel Reasoning,Defeasible Reasoning,1
Parallel Reasoning,Scalability,1
Multimedia communication,Semantics,1
Multimedia communication,Semantic,1
Multimedia communication,Multimedia,1
Multimedia communication,Media,1
Multimedia communication,Streaming media,1
concept-based query expansion,query expansion,1
concept-based query expansion,information,1
concept-based query expansion,information retrieval,1
concept-based query expansion,medical records retrieval,1
LM,Relevance Model,1
LM,query expansion,1
LM,Mean Average Precision,1
LM,mean average precision,1
LM,QE,1
LM,sentence based query expansion,1
LM,modelling,1
LM,RLM,1
LM,MAP,2
parser,grammar,1
Malt,Twitter,1
Mobile Device,iPad,1
Mobile Device,Automated Wearable Cameras,1
Mobile Device,Video,1
Mobile Device,Wearable Cameras,1
Mobile Device,Lifelog,1
Mobile Device,Mobile Devices,1
Mobile Device,Life-Long Collections,1
Mobile Device,Video Archive,1
Mobile Device,Video Document,1
Mobile Device,Keyframe,1
Mobile Device,Lifelogging,1
Mobile Device,Sport Video,1
Mobile Device,User Profile,1
Wearable cameras,Lifelog,1
Wearable cameras,Food marketing,1
Wearable cameras,Childhood obesity,1
Wearable cameras,Wearable camera,3
Wearable cameras,Lead user,1
Wearable cameras,Interview study,1
Wearable cameras,Obesogenic environments,1
Wearable cameras,Obesity,1
Wearable cameras,Children,1
Wearable cameras,24-H dietary recall,1
Wearable cameras,Lifelogging,1
Semantic Web,non-monotonic reasoning,1
Semantic Web,RDF Stream Processing,1
Semantic Web,Semantic,7
Semantic Web,"parallel reasoning, data partitioning",1
Semantic Web,Data Protection Officer,1
Semantic Web,Answer Set Programming,1
Semantic Web,Privacy,2
Semantic Web,Regulatory Compliance,1
Semantic Web,Register of Processing Activities,1
Semantic Web,Service Oriented Computing,1
Semantic Web,RegTech,1
Semantic Web,dependency graph,1
Semantic Web,"Semantic Web, stream reasoning",1
Semantic Web,data,1
Semantic Web,Interoperability,2
Semantic Web,GD,3
Semantic Web,Compliance,1
Semantic Web,PPE,1
Semantic Web,GDPR,3
Semantic Web,Risk Management,1
Compartmental Models,Antiretroviral treatment,1
Compartmental Models,HIV,1
Compartmental Models,Structured Treatment Interruption,1
Compartmental Models,Cellular automata,1
Compartmental Models,Dynamic models,1
multi-modal sensing,prediction and modelling,1
multi-modal sensing,visual sensing,1
multi-modal sensing,analysis,1
multi-modal sensing,data analysis,1
multi-modal sensing,monitoring,1
multi-modal sensing,"multi-modal sensing, sensor networks",1
multi-modal sensing,satellite sensing,1
multi-modal sensing,modelling,1
multi-modal sensing,data,2
multi-modal sensing,salinity,1
multi-modal sensing,sensor networks,2
multi-modal sensing,Environmental monitoring,1
Software Process Lifecycle,Software,1
Software Process Lifecycle,Software Process Improvement,1
Software Process Lifecycle,SPI,1
Software Process Lifecycle,Process Improvement,1
Software Process Lifecycle,Business Success,1
spatial filtering,Rapid serial visual presentation,1
spatial filtering,electroencephalograph,1
spatial filtering,cortically coupled computer vision,1
spatial filtering,event-related potentials (ERPs),1
spatial filtering,ERP,1
spatial filtering,RSVP,1
spatial filtering,Rapid serial visual presentation (RSVP),1
literature review,systematic review,1
literature review,mapping,1
literature review,gamification,1
literature review,systematic mapping,1
Semantic Concepts,Semantic Concept,1
Semantic Concepts,Semantic,1
Semantic Concepts,video,1
Semantic Concepts,indexing,1
Hierarchical Statistical Machine Translation,Statistical Machine Translation,1
Hierarchical Statistical Machine Translation,Machine Translation,1
Quality Assessment,Video,1
Quality Assessment,User-generated Video,1
Quality Assessment,Optical Flow,1
Quality Assessment,"Irregular Camera
Motion",1
Behavioral Research,search,1
Visual analysis,analysis,1
Visual analysis,Environmental Communication,1
Visual analysis,Climate Change,1
semantic smoothness,lifelogging.,1
semantic smoothness,Semantic,1
semantic smoothness,lifelogging,1
semantic smoothness,concept refinement,1
semantic smoothness,indexing,1
semantic smoothness,lifelog,1
"sustainable
service",LOD cloud,1
"sustainable
service",Linked Data,1
"sustainable
service",data quality,1
"sustainable
service",data,1
"sustainable
service",metadata quality,1
iPad,Video,1
iPad,iPhone,1
iPad,search,1
iPad,Keyframe,1
"Intrusion, Networks",Unsupervised,1
"Intrusion, Networks",Anomaly Detection,1
relevance feedback,relevance,5
relevance feedback,query expansion,2
relevance feedback,IAP,1
relevance feedback,Information Retrieval,1
relevance feedback,QE,1
relevance feedback,patent,1
relevance feedback,RF,2
relevance feedback,patent prior art search,1
relevance feedback,PRF,1
relevance feedback,imageclef,1
relevance feedback,Query Expansion,1
relevance feedback,Sentence retrieval,1
relevance feedback,search,1
relevance feedback,Query,3
relevance feedback,Query segmentation,1
relevance feedback,Pseudo relevance feedback,1
relevance feedback,pseudo relevance feedback,2
relevance feedback,Pseudorelevance feedback,1
relevance feedback,Entity,1
relevance feedback,feedback,5
relevance feedback,Rocchio feedback,1
relevance feedback,Incomplete Annotation Problem,1
Agent-Based Modelling,Population Dynamics,1
Agent-Based Modelling,Infrastructure,1
Agent-Based Modelling,Pedestrian Behaviour,1
Agent-Based Modelling,Behaviour,1
Agent-Based Modelling,Modelling,1
Systems of Engagement,Data Management,1
Systems of Engagement,Ontologies,1
Multiple Sclerosis,Disability Assessment,1
Multiple Sclerosis,EDSS,1
Multiple Sclerosis,Functional System,1
Personality differences,Human factors,1
Personality differences,Software,1
Personality differences,Visualisation approach,1
Personality differences,Personality assessment process,1
Personality differences,Personality temperaments,1
Personality differences,Software development management,1
Personality differences,Keirsey Temperament Sorter II,1
Personality differences,Organisation personality profile,1
Personality differences,Periodic table-like structure,1
Personality differences,Visualisation,1
Personality differences,management,1
Personality differences,Personality,1
Personality differences,Software development,1
